"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",0.939393939393939,-0.545454545454545,2.03030303030303,0.983333333333333,-0.545454545454545,2.72727272727273
"2","geo-uni",-2.57575757575758,-3.09090909090909,-2.15151515151515,0.983333333333333,-3.09090909090909,-1.81818181818182
"3","uni-icon",3.51515151515152,2.54545454545455,4.18181818181818,0.983333333333333,2.54545454545455,4.54545454545454
