"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-2.22044604925031e-16,-1.6,0.933333333333333,0.983333333333333,-1.6,0.933333333333333
"2","geo-uni",-1.53333333333333,-5.2,0.733333333333333,0.983333333333333,-5.2,0.733333333333333
"3","uni-icon",1.53333333333333,-1.2,3.13333333333333,0.983333333333333,-1.2,3.13333333333333
