"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-0.0714840714840715,-0.748467681714679,0.605283605283605,0.983333333333333,-0.91996891996892,0.765040595266981
"2","geo-uni",-2.39316239316239,-3.27511206842442,-1.5998445998446,0.983333333333333,-3.4629410849951,-1.45066045066045
"3","uni-icon",2.32167832167832,1.2027972027972,3.18881118881119,0.983333333333333,0.916083916083916,3.35664335664336
