"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-111.869388214125,-297.972714751165,69.0977952533886,0.983333333333333,-336.069945575146,109.350074218854
"2","geo-uni",118.494007832553,-2.4427384322486,252.604342431341,0.983333333333333,-29.2683849289702,282.89162199312
"3","uni-icon",-230.363396046678,-355.855338207526,-85.010350182319,0.983333333333333,-380.462051778812,-49.9263701454036
