"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-0.676923076923077,-1.50769230769231,0.6,0.983333333333333,-1.66438277270337,0.916016487296397
"2","geo-uni",-1.35384615384615,-2.4,-0.307692307692308,0.983333333333333,-2.61988812547397,-0.0615384615384616
"3","uni-icon",0.676923076923077,-0.861538461538462,1.70769230769231,0.983333333333333,-1.25374456012643,1.89230769230769
