"","technique","mean_time","lowerBound_CI","upperBound_CI","corrected_CI","lowerBound_CI_corr","upperBound_CI_corr"
"1","geo-icon",-1.78571428571429,-4.88095238095238,1.07142857142857,0.983333333333333,-5.47619047619048,1.75222435604916
"2","geo-uni",-5,-8.80952380952381,-1.66666666666667,0.983333333333333,-9.64285714285714,-0.833333333333333
"3","uni-icon",3.21428571428571,0.238095238095238,5.95238095238095,0.983333333333333,-0.476190476190476,6.66666666666667
